銘柄コード,企業名,売上高,売上原価,売上総利益,営業利益,経常利益,特別損益収支,当期純利益,業種,市場
6411,中野冷機,"40,851","32,007","8,844","6,221","6,304",-8,"3,653",機械,JQ
6412,平和,"95,120","50,199","44,921","20,741","28,282",-129,"20,516",機械,東1
6413,理想科学工業,"74,847","34,259","40,588","4,050","4,309",-30,"2,886",機械,東1
6414,川重冷熱工業,"15,948","11,967","3,981",316,250,19,14,機械,JQ
6416,桂川電機,"10,377","8,834","1,543","-1,928","-1,980",-786,"-2,848",機械,JQ
6417,ＳＡＮＫＹＯ,"173,682","89,157","84,525","40,315","44,396","-7,570","20,182",機械,東1
6418,日本金銭機械,"22,129","12,990","9,139","1,052","1,259",-168,778,機械,東1
6420,福島工業,"40,495","31,220","9,275","2,871","3,139",-51,"1,733",機械,東1
6424,高見沢サイバネティックス,"10,354","7,845","2,509",207,133,-5,153,機械,JQ
6425,アルゼ,"74,858","32,617","42,241","26,349","33,368",728,"31,380",機械,JQ
6428,オーイズミ,"8,883","6,855","2,028",704,733,100,453,機械,東1
6430,ダイコク電機,"47,096","31,134","15,962","3,525","3,541",-224,"1,663",機械,東1
6432,竹内製作所,"40,265","34,342","5,923","1,351",916,-29,440,機械,JQ
6433,ヒーハイスト精工,"1,491","1,027",464,34,38,197,131,機械,JQ
6436,アマノ,"88,146","49,346","38,800","5,917","6,322",-813,"2,414",機械,東1
6439,中日本鋳工,"4,685","4,104",581,151,176,3,221,機械,名2
6440,ＪＵＫＩ,"75,831","56,868","18,963","-1,451","-2,996",385,"-8,342",機械,東1
6443,東洋製作所,"20,664","17,864","2,800",-433,-441,-28,-507,機械,東2
6444,サンデン,"214,282","178,355","35,927",712,300,"1,090","1,204",機械,東1
6445,蛇の目ミシン工業,"37,040","21,467","15,573","2,331","2,078","-1,051",184,機械,東1
6448,ブラザー工業,"497,390","280,690","216,700","34,183","34,351",-244,"19,525",電気機器,東1
6454,マックス,"57,988","35,720","22,268","4,209","4,465",-31,"2,332",機械,東1
6455,モリタ,"63,694","47,912","15,782","5,073","5,256",-642,"2,803",輸送用機器,東1
6457,グローリー,"146,937","92,673","54,264","11,274","11,908",-266,"6,246",機械,東1
6458,新晃工業,"30,596","20,987","9,609","3,277","3,308",322,"2,478",機械,大2
6459,大和冷機工業,"28,048","11,522","16,526","4,700","4,821",-12,"2,877",機械,東1
6460,セガサミーホールディングス,"395,502","233,839","161,663","58,384","58,164","-15,195","21,820",機械,東1
6461,日本ピストンリング,"49,168","37,977","11,191","3,847","3,336",638,"4,118",機械,東1
6462,リケン,"75,650","59,752","15,898","5,444","6,905",-5,"4,051",機械,東1
6463,ＴＰＲ,"62,023","44,047","17,976","7,909","9,129",-32,"5,591",機械,東1
6466,トウアバルブグループ本社,"10,588","7,492","3,096","1,149","1,169",-55,113,機械,東2
6467,ニチダイ,"12,524","10,122","2,402",840,824,13,468,機械,JQ
6469,放電精密加工研究所,"8,566","6,420","2,146",376,236,-818,-618,機械,JQ
6470,大豊工業,"81,809","66,964","14,845","3,565","3,887",-730,"2,005",機械,東1
6471,日本精工,"733,192","585,008","148,184","44,417","42,004",-744,"28,514",機械,東1
6472,ＮＴＮ,"543,468","452,977","90,491","20,723","18,691","-2,334","5,993",機械,東1
6473,ジェイテクト,"1,052,671","903,464","149,207","35,657","38,649","-7,120","13,303",機械,東1
6474,不二越,"172,259","137,459","34,800","10,639","9,111",-329,"4,585",機械,東1
6476,富士テクニカ,"12,673","11,096","1,577",117,238,-450,-269,機械,JQ
6478,ダイベア,"24,468","22,631","1,837",576,777,-6,386,機械,大2
6479,ミネベア,"251,358","198,506","52,852","8,599","6,499",-947,"5,922",電気機器,東1
6480,日本トムソン,"42,505","30,606","11,899","3,053","2,857",78,"2,827",機械,東1
6481,ＴＨＫ,"196,866","142,892","53,974","19,745","19,072",-551,"12,641",機械,東1
6482,ユーシン精機,"14,240","8,811","5,429","1,272","1,265",0,778,機械,東1
6484,ＫＶＫ,"23,800","17,612","6,188","1,927","2,032",-123,"1,053",機械,JQ
6485,前澤給装工業,"22,958","16,167","6,791","1,847","1,975",-31,"1,067",機械,東1
6486,イーグル工業,"96,237","73,487","22,750","6,207","7,224",-355,"3,013",機械,東1
6487,積水工機製作所,"6,266","5,806",460,-152,-156,-605,-885,機械,大2
6488,ヨシタケ,"5,696","3,355","2,341",353,570,-16,382,機械,JQ
6489,前澤工業,"26,141","20,569","5,572",646,565,33,482,機械,東1
6490,日本ピラー工業,"22,086","14,389","7,697","3,806","3,820",13,"2,233",機械,東1
6492,岡野バルブ製造,"8,347","6,721","1,626",338,458,-41,197,機械,東2
6493,日鍛バルブ,"32,950","29,257","3,693",658,836,-674,-895,機械,東2
6494,ＮＦＫホールディングス,"2,910","2,073",837,202,209,-7,191,機械,JQ
6495,宮入バルブ製作所,"5,108","4,065","1,043",180,182,-4,113,機械,東2
6496,中北製作所,"20,973","17,426","3,547","1,753","1,902",-67,"1,042",機械,大2
6497,ハマイ,"7,056","5,325","1,731",870,981,-23,562,機械,JQ
6498,キッツ,"108,446","84,674","23,772","4,638","4,388",-38,"2,480",機械,東1
6501,日立製作所,"9,665,883","7,278,971","2,386,912","412,280","557,730",0,"347,179",電気機器,東1
6502,東芝,"6,100,262","4,633,558","1,466,704","206,649","152,405",0,"73,705",電気機器,東1
6503,三菱電機,"3,639,468","2,628,964","1,010,504","225,444","224,080",0,"112,063",電気機器,東1
6504,富士電機ホールディングス,"703,534","546,690","156,844","19,252","18,554","-13,207","11,801",電気機器,東1
6506,安川電機,"307,111","227,541","79,570","14,818","15,626",-273,"8,432",電気機器,東1
6507,神鋼電機,"70,605","56,567","14,038","1,557","1,084",-189,760,電気機器,東1
6508,明電舎,"181,106","138,890","42,216","6,279","5,266","-2,181","1,679",電気機器,東1
6513,オリジン電気,"28,755","22,630","6,125",569,737,-126,166,電気機器,東1
6516,山洋電気,"69,972","56,061","13,911","4,662","4,917",748,"4,367",電気機器,東2
6517,デンヨー,"48,106","36,706","11,400","4,421","4,651",-30,"2,854",電気機器,東1
6518,三相電機,"12,182","10,053","2,129",454,459,37,507,電気機器,JQ
6581,日立工機,"115,463","71,161","44,302","6,288","5,939",322,"3,359",機械,東1
6584,三桜工業,"76,100","65,020","11,080","3,277","2,853",-442,856,輸送用機器,東1
6586,マキタ,"295,711","180,541","115,170","48,516","46,963",0,"32,497",機械,東1
6588,東芝テック,"350,604","185,919","164,685","10,830","8,931","-1,019","2,566",電気機器,東1
6590,芝浦メカトロニクス,"39,359","30,993","8,366",-370,-133,0,-394,電気機器,東1
6591,西芝電機,"19,832","16,348","3,484",108,124,0,-135,電気機器,東2
6592,マブチモーター,"85,254","64,215","21,039","5,052","10,510","-2,083","6,385",電気機器,東1
6593,ローヤル電機,"5,561","4,464","1,097",343,390,-83,341,電気機器,JQ
6594,日本電産,"682,320","523,729","158,591","73,070","70,856",0,"40,731",電気機器,東1
6622,ダイヘン,"92,954","63,965","28,989","3,704","4,006",-488,"2,097",電気機器,東1
6623,愛知電機,"71,932","59,526","12,406","6,209","6,629",37,"4,523",電気機器,名1
6624,田淵電機,"26,598","23,937","2,661",481,212,-367,-348,電気機器,大2
6633,アルファホールディングス,"3,387","1,308","2,079",156,194,25,140,電気機器,JQ
6634,ネットインデックス,"3,809","3,385",424,-270,-341,-286,-632,電気機器,JQ
6635,大日光・エンジニアリング,"36,706","33,791","2,915","1,158","1,070",37,659,電気機器,JQ
6636,シスウェーブ,"1,525","1,093",432,-89,-84,-209,-295,電気機器,JQ
6637,寺崎電気産業,"31,626","23,664","7,962","1,280","1,338",-2,860,電気機器,JQ
6638,ミマキエンジニアリング,"26,876","16,003","10,873",419,274,102,214,電気機器,JQ
6640,第一精工,"41,174","31,284","9,890",525,"1,042",-185,-697,電気機器,JQ
6641,日新電機,"100,341","72,283","28,058","7,652","7,991","-1,043","3,701",電気機器,東1
6643,戸上電機製作所,"16,815","13,559","3,256",364,430,-9,257,電気機器,東2
6644,大崎電気工業,"47,362","34,450","12,912","3,329","3,215",-783,"1,339",電気機器,東1
6645,オムロン,"619,461","391,574","227,887","40,136","33,547",0,"16,389",電気機器,東1
6647,森尾電機,"6,606","5,476","1,130",145,151,-113,88,電気機器,東2
6648,かわでん,"14,202","11,316","2,886",314,278,-1,88,電気機器,JQ
6651,日東工業,"59,634","42,426","17,208","4,372","4,483",-235,"2,256",電気機器,東1
6652,ＩＤＥＣ,"32,557","18,141","14,416","2,769","2,785",53,"1,788",電気機器,東1
6653,正興電機製作所,"16,358","13,560","2,798",145,245,-180,19,電気機器,福岡
6654,不二電機工業,"3,293","2,146","1,147",362,391,-8,222,電気機器,東2
6655,東洋電機,"8,101","5,862","2,239",398,420,-6,242,電気機器,名2
6658,シライ電子工業,"23,555","19,835","3,720",503,-40,-40,-125,電気機器,JQ
6661,オプテックス・エフエー,"4,408","2,572","1,836",270,280,2,144,電気機器,HC
6662,ユビテック,"3,615","2,783",832,186,213,-13,102,電気機器,HC
6663,太洋工業,"3,765","2,662","1,103",-166,-136,-23,-184,電気機器,JQ
6664,オプトエレクトロニクス,"8,365","5,483","2,882",519,462,0,427,電気機器,JQ
6666,リバーエレテック,"5,486","4,289","1,197",-77,-105,-80,-201,電気機器,JQ
6668,アドテック　プラズマ　テクノロジー,"4,511","3,195","1,316",110,82,-10,3,電気機器,マザ
6669,シーシーエス,"5,296","2,217","3,079",269,211,-383,-115,電気機器,JQ
6670,ＭＣＪ,"80,238","65,340","14,898","2,373","2,615",-132,"1,741",電気機器,マザ
6674,ジーエス・ユアサ　コーポレーション,"285,434","219,995","65,439","16,030","17,991","-1,670","11,733",電気機器,東1
6675,サクサホールディングス,"38,992","28,073","10,919",307,249,-91,272,電気機器,東1
6676,メルコホールディングス,"117,319","93,062","24,257","6,553","7,132",-141,"4,445",電気機器,東1
6677,エスケーエレクトロニクス,"10,984","10,974",10,"-2,350","-2,414",99,"-2,307",電気機器,JQ
6678,テクノメディカ,"7,980","3,913","4,067","1,828","1,831",0,"1,074",電気機器,東2
6701,ＮＥＣ,"3,036,836","2,128,920","907,916","73,742","42,050","-38,749","-110,267",電気機器,東1
6702,富士通,"4,467,574","3,232,146","1,235,428","105,304","91,116","-24,399","42,707",電気機器,東1
6703,ＯＫＩ,"423,480","316,940","106,540","11,980","9,075","-3,482","1,555",電気機器,東1
6704,岩崎通信機,"25,425","14,921","10,504",12,168,-50,97,電気機器,東1
6706,電気興業,"36,038","29,841","6,197","1,364","1,550","2,812","1,869",電気機器,東1
6707,サンケン電気,"131,803","104,821","26,982","4,048","3,018",-472,436,電気機器,東1
6709,明星電気,"9,025","6,418","2,607","1,339","1,337",-1,"1,456",電気機器,東2
6715,ナカヨ通信機,"16,240","12,399","3,841",988,"1,046",-7,860,電気機器,東1
6716,テクニカル電子,"5,557","3,938","1,619",642,521,102,484,電気機器,JQ
6718,アイホン,"34,123","19,537","14,586","1,622","1,829",-526,594,電気機器,東1
6719,富士通コンポーネント,"41,164","33,179","7,985",29,-129,100,-183,電気機器,東2
6721,ウインテスト,673,346,327,-101,-104,3,-101,電気機器,マザ
6722,エイアンドティー,"8,663","4,336","4,327",757,738,-38,484,電気機器,JQ
6724,セイコーエプソン,"877,997","629,152","248,845","24,626","27,022","-11,400","5,032",電気機器,東1
6727,ワコム,"40,706","22,811","17,895","4,067","3,891",-387,"2,181",電気機器,東1
6728,アルバック,"196,804","168,453","28,351","-6,384","-6,497","-27,208","-49,984",電気機器,東1
6730,アクセル,"8,362","4,092","4,270","1,183","1,215",-40,700,電気機器,JQ
6731,ピクセラ,"5,889","4,904",985,-498,-558,5,-588,電気機器,東1
6734,ニューテック,"1,806","1,332",474,-198,-211,-13,-307,電気機器,JQ
6736,サン電子,"16,131","9,096","7,035",557,568,-68,86,電気機器,JQ
6737,ナナオ,"59,559","41,532","18,027","4,404","4,479",-782,"1,636",電気機器,東1
6741,日本信号,"84,503","68,112","16,391","3,296","3,819",-243,"1,628",電気機器,東1
6742,京三製作所,"58,483","47,453","11,030","2,166","2,222",267,850,電気機器,東1
6743,大同信号,"20,330","15,471","4,859",833,"1,169","1,302","1,711",電気機器,東2
6744,能美防災,"84,762","60,423","24,339","4,277","4,522",-384,"1,787",電気機器,東1
6745,ホーチキ,"62,466","45,276","17,190","1,811","1,785",-109,616,電気機器,東1
6747,小糸工業,"45,084","38,347","6,737","1,958",688,-777,-816,電気機器,東2
6748,星和電機,"19,813","16,953","2,860",-523,-569,-60,-642,電気機器,大2
6750,エレコム,"62,546","40,644","21,902","6,805","6,129","-1,203","3,313",電気機器,JQ
6751,日本無線,"99,871","85,561","14,310","-2,790","-2,839","1,384","-1,844",電気機器,東1
6752,松下電器産業,"7,846,216","5,864,515","1,981,701","43,725","-812,844",0,"-772,172",電気機器,東1
6753,シャープ,"2,455,850","2,043,842","412,008","-37,552","-65,437","-172,992","-376,076",電気機器,東1
6754,アンリツ,"93,586","49,385","44,201","14,414","13,593","-2,242","10,180",電気機器,東1
6755,富士通ゼネラル,"203,549","154,390","49,159","13,318","9,802",-416,"5,174",電気機器,東1
6756,日立国際電気,"147,184","106,149","41,035","8,314","8,636","-2,048","5,120",電気機器,東1
6757,ＯＳＧコーポレーション,"5,316","1,899","3,417",443,424,-17,217,電気機器,JQ
6758,ソニー,"6,493,212","4,386,447","2,106,765","-67,275","-83,186",0,"-456,660",電気機器,東1
6762,ＴＤＫ,"814,497","634,257","180,240","18,687","12,245",0,"-2,454",電気機器,東1
6763,帝国通信工業,"14,018","11,064","2,954",-949,-951,-874,"-1,930",電気機器,東1
6767,ミツミ電機,"167,207","164,244","2,963","-8,357","-8,234","-17,584","-28,335",電気機器,東1
6768,タムラ製作所,"77,240","58,422","18,818","1,416",917,-161,186,電気機器,東1
6769,ザインエレクトロニクス,"3,632","1,550","2,082",28,265,53,312,電気機器,JQ
6770,アルプス電気,"526,500","432,589","93,911","15,171","14,335","1,294","4,175",電気機器,東1
6771,池上通信機,"24,382","18,887","5,495",175,401,"5,582","5,956",電気機器,東1
6772,東京コスモス電機,"7,588","5,930","1,658",410,386,-55,58,電気機器,東2
6773,パイオニア,"436,753","343,244","93,509","12,514","9,863","-3,960","3,670",電気機器,東1
6775,東和メックス,"4,146","2,303","1,843",-487,-488,71,-424,電気機器,東2
6776,天昇電気工業,"15,232","13,047","2,185",34,-263,-112,-463,化学,東2
6777,ｓａｎｔｅｃ,"2,510","1,551",959,-108,-110,224,104,電気機器,HC
6778,アルチザネットワークス,"1,798","1,061",737,88,119,-3,114,電気機器,マザ
6779,日本電波工業,"50,804",0,0,"2,081","1,615",0,"1,759",電気機器,東1
6784,プラネックスコミュニケーションズ,"14,642","11,271","3,371",751,966,"3,865","3,205",電気機器,JQ
6785,鈴木,"17,838","15,557","2,281",944,978,-18,347,電気機器,JQ
6786,リアルビジョン,163,0,0,-226,-237,0,-239,電気機器,マザ
6788,日本トリム,"9,616","2,062","7,554","1,962","2,012",50,"1,107",電気機器,東1
6789,ローランド　ディー．ジー．,"31,379","19,584","11,795","1,449","1,324",-5,687,電気機器,東1
6791,コロムビアミュージックエンタテインメント,"14,681","8,390","6,291",513,534,2,463,情報・通信業,東1
6794,フォスター電機,"119,601","106,415","13,186","1,816","2,059",-308,"1,123",電気機器,東1
6796,クラリオン,"186,711","155,785","30,926","7,873","7,193",196,"7,532",電気機器,東1
6797,名古屋電機工業,"14,417","13,511",906,"-1,076","-1,082",-290,"-1,568",電気機器,名2
6798,ＳＭＫ,"55,340","48,564","6,776","-1,166","-1,083",107,-799,電気機器,東1
6800,ヨコオ,"27,933","22,025","5,908",912,705,-313,340,電気機器,東1
6801,東光,"26,829","19,649","7,180","1,234",926,-603,120,電気機器,東1
6803,ティアック,"26,696","16,869","9,827",338,19,4,89,電気機器,東1
6804,ホシデン,"172,936","166,885","6,051","-4,122","-3,552","-1,897","-5,251",電気機器,東1
6806,ヒロセ電機,"94,790","56,167","38,623","19,554","20,919",640,"12,824",電気機器,東1
6807,日本航空電子工業,"112,360","88,911","23,449","6,519","5,768",-110,"3,232",電気機器,東1
6809,ＴＯＡ,"35,956","19,088","16,868","3,400","3,470",0,"2,038",電気機器,東1
6814,古野電気,"77,300","52,625","24,675","2,182","2,100","-1,549",-802,電気機器,大1
6815,ユニデン,"33,921","24,125","9,796",590,591,117,371,電気機器,東1
6816,アルパイン,"202,905","167,407","35,498","5,649","6,521",458,"4,572",電気機器,東1
6817,スミダ　コーポレーション,"51,300","41,652","9,648","1,706","1,100",-322,691,電気機器,東1
6819,オメガプロジェクト・ホールディングス,"2,100",865,"1,235",-20,8,38,48,情報・通信業,JQ
6822,大井電気,"23,877","19,465","4,412",522,573,65,670,電気機器,JQ
6823,リオン,"16,634","8,160","8,474","1,309","1,292",-57,561,電気機器,東2
6824,新コスモス電機,"18,228","10,070","8,158","1,916","1,979",-37,"1,133",電気機器,JQ
6826,本多通信工業,"14,045","11,301","2,744",664,655,-118,562,電気機器,東2
6832,アオイ電子,"26,100","22,410","3,690","1,166","2,172",-153,"1,089",電気機器,東2
6833,日本電産リード,"9,813","6,120","3,693","1,540","1,479",-7,930,電気機器,大2
6834,精工技研,"4,781","3,181","1,600",3,45,53,33,電気機器,JQ
6835,アライドテレシスホールディングス,"28,288","9,721","18,567",196,"1,103",-76,729,電気機器,東2
6836,ぷらっとホーム,"1,125",791,334,-397,-399,-41,-444,電気機器,マザ
6838,多摩川ホールディングス,"3,106","2,516",590,-29,-23,-6,-37,電気機器,JQ
6839,船井電機,"246,147","208,780","37,367",461,174,-736,"-4,629",電気機器,東1
6840,アドテック,"1,550","1,211",339,15,17,4,16,電気機器,JQ
6841,横河電機,"334,668","195,431","139,237","16,601","14,037","-2,365","5,952",電気機器,東1
6844,新電元工業,"82,561","67,056","15,505","5,023","3,699","-1,094","1,502",電気機器,東1
6845,山武,"223,499","142,660","80,839","14,348","14,596",211,"8,518",電気機器,東1
6846,中央製作所,"5,063","3,918","1,145",248,232,-9,220,電気機器,名2
6848,東亜ディーケーケー,"14,357","8,569","5,788","1,617","1,649",-201,781,電気機器,東2
6849,日本光電,"120,718","60,039","60,679","12,027","12,193",-12,"7,621",電気機器,東1
6850,チノー,"18,212","12,548","5,664",805,839,-113,278,電気機器,東1
6852,テクノ・セブン,"2,143","1,528",615,281,262,8,163,電気機器,JQ
6853,共和電業,"13,354","8,383","4,971","1,071","1,088",-26,601,電気機器,東1
6855,日本電子材料,"11,137","8,266","2,871",311,272,-235,-68,電気機器,東1
6856,堀場製作所,"117,609","68,221","49,388","11,751","11,353",-183,"7,396",電気機器,東1
6857,アドバンテスト,"141,048","72,300","68,748",837,"-3,442",0,"-2,195",電気機器,東1
6858,小野測器,"11,794","5,900","5,894","1,525","1,540",-12,"1,439",電気機器,東1
6860,ＳＵＮＸ,"39,333","28,499","10,834","3,179","3,178",-196,"1,590",電気機器,東1
6861,キーエンス,"199,334","47,542","151,792","91,145","94,244",0,"58,162",電気機器,東1
6862,ミナトエレクトロニクス,"1,411","1,051",360,-117,-133,5,-134,電気機器,JQ
6863,ニレコ,"7,272","4,781","2,491",329,374,-152,250,電気機器,JQ
6864,エヌエフ回路設計ブロック,"6,715","4,090","2,625",889,873,0,462,電気機器,JQ
6866,ＨＩＯＫＩ,"15,069","9,934","5,135","1,127","1,186",-41,711,電気機器,東1
6867,リーダー電子,"3,018","1,815","1,203",-780,-682,-10,-699,電気機器,JQ
6869,シスメックス,"134,743","51,653","83,090","19,205","19,130",-172,"12,007",電気機器,東1
6870,日本フェンオール,"16,457","13,390","3,067",978,"1,230",-1,779,電気機器,JQ
6871,日本マイクロニクス,"23,623","18,194","5,429","-2,362","-2,364","-2,455","-5,043",電気機器,JQ
6874,協立電機,"26,873","22,865","4,008",577,688,-41,298,電気機器,JQ
6875,メガチップス,"35,366","28,688","6,678","3,033","3,262",198,"2,127",電気機器,東1
6877,ＯＢＡＲＡ,"32,259","22,155","10,104","4,469","4,604",-201,"2,718",電気機器,東1
6878,長野日本無線,"28,624","25,061","3,563",917,729,6,575,電気機器,東2
6879,フォトロン,"50,865","36,519","14,346","2,935","2,980",-269,"2,222",電気機器,JQ
6881,キョウデン,"38,679","31,676","7,003","2,023","1,919","-1,058",814,電気機器,東2
6882,三社電機製作所,"26,393","20,960","5,433","1,905","1,858",88,"1,295",電気機器,大2
6883,日本電産コパル電子,"29,118","19,934","9,184","4,194","4,197",-36,"2,706",電気機器,東1
6885,ミヤチテクノス,"20,382","10,596","9,786","1,257","1,142",87,560,電気機器,東1
6888,アクモス,"3,033","2,048",985,10,31,-20,16,情報・通信業,JQ
6890,フェローテック,"60,088","43,565","16,523","4,124","3,287",-473,"1,715",電気機器,JQ
6891,イーター電機工業,"5,089","3,844","1,245",277,136,-455,-449,電気機器,JQ
6894,パルステック工業,"1,425","1,196",229,-753,-723,-147,-876,電気機器,東2
6895,ダイヤモンド電機,"39,919","33,214","6,705",573,430,-98,-21,電気機器,大2
6896,北川工業,"10,016","5,440","4,576",323,581,-308,115,電気機器,名2
6897,ツインバード工業,"15,006","9,760","5,246","1,582","1,499",-356,938,電気機器,東2
6898,トミタ電機,"1,452","1,250",202,-245,-240,-128,-372,電気機器,JQ
6900,東京電波,"9,071","9,172",-101,"-1,216","-1,167","-1,216","-2,851",電気機器,東1
6901,澤藤電機,"29,200","26,348","2,852",837,944,-79,"1,040",電気機器,東1
6902,デンソー,"3,154,630","2,719,890","434,740","160,732","180,754","-17,271","89,298",輸送用機器,東1
6905,コーセル,"19,347","13,538","5,809","3,096","3,288",-183,"1,811",電気機器,東1
6907,ジオマテック,"9,314","6,579","2,735","1,019","1,073",-162,879,電気機器,JQ
6908,イリソ電子工業,"23,722","15,944","7,778","2,760","2,660",-174,"1,821",電気機器,JQ
6910,日立メディコ,"166,237","110,084","56,153","4,271","3,114",-650,"1,382",電気機器,東1
6911,新日本無線,"40,272","37,505","2,767","-4,101","-4,123","-4,873","-9,098",電気機器,東1
6912,菊水電子工業,"7,545","3,772","3,773",881,865,-196,431,電気機器,JQ
6914,オプテックス,"20,699","10,530","10,169","1,398","1,680",-42,825,電気機器,東1
6915,千代田インテグレ,"35,462","28,612","6,850","1,130","1,183",-979,102,電気機器,東1
6918,アバールデータ,"6,547","4,291","2,256",527,583,61,407,電気機器,JQ
6919,ケル,"9,472","6,810","2,662","1,129","1,137",-61,581,電気機器,JQ
6920,レーザーテック,"12,337","5,788","6,549","3,088","2,974",-4,"1,798",電気機器,JQ
6923,スタンレー電気,"243,108","184,689","58,419","26,439","28,580","-4,838","13,822",電気機器,東1
6924,岩崎電気,"53,269","38,233","15,036","1,451","1,197",90,414,電気機器,東1
6925,ウシオ電機,"150,087","101,636","48,451","10,696","13,112",650,"8,748",電気機器,東1
6926,岡谷電機産業,"12,432","9,468","2,964",603,625,-44,398,電気機器,東1
6927,フェニックス電機,"10,056","8,101","1,955",-533,-315,-976,"-1,256",電気機器,東1
6928,エノモト,"17,533","15,616","1,917",105,139,-44,65,電気機器,JQ
6929,日本セラミック,"16,089","12,128","3,961","1,891","2,331",179,"1,539",電気機器,東1
6930,日本アンテナ,"26,924","19,291","7,633",905,831,-518,276,電気機器,JQ
6935,日本デジタル研究所,"29,431","13,749","15,682","4,691","5,677",-432,"2,891",電気機器,東1
6937,古河電池,"42,064","31,277","10,787","2,494","2,604",15,"1,365",電気機器,東1
6938,双信電機,"11,157","8,426","2,731",145,232,-75,136,電気機器,東1
6941,山一電機,"23,167","17,932","5,235",-765,-786,-580,"-1,537",電気機器,東1
6943,日本開閉器工業,"7,138","4,426","2,712",473,473,-4,417,電気機器,JQ
6944,アイレックス,"3,559","2,814",745,327,335,-8,248,電気機器,JQ
6945,富士通フロンテック,"101,150","81,171","19,979","2,319","2,054",-485,657,電気機器,東2
6946,日本アビオニクス,"27,565","21,127","6,438",-380,-531,-811,"-1,886",電気機器,東2
6947,図研,"18,254","4,759","13,495",882,982,"2,404","1,768",電気機器,東1
6950,ワイ・イー・データ,"4,209","3,647",562,-243,-234,-57,-303,電気機器,東2
6951,日本電子,"83,191","61,059","22,132","-1,175","-2,408","-2,284","-9,050",電気機器,東1
6952,カシオ計算機,"301,660","195,622","106,038","9,065","6,980","-6,265","2,556",電気機器,東1
6954,ファナック,"538,492","262,120","276,372","221,834","228,578",0,"138,819",電気機器,東1
6955,ＦＤＫ,"80,334","70,021","10,313",136,105,331,359,電気機器,東1
6957,芝浦電子,"17,086","12,900","4,186","1,778","1,707",289,"1,317",電気機器,JQ
6958,日本ＣＭＫ,"80,563","71,940","8,623",757,346,"-2,540","-2,873",電気機器,東1
6960,フクダ電子,"92,524","49,072","43,452","9,192","9,423",-60,"5,266",電気機器,JQ
6961,エンプラス,"20,723","13,402","7,321","1,147","1,258",16,963,電気機器,東1
6962,大真空,"35,150","28,759","6,391",316,55,-103,-249,電気機器,大1
6963,ローム,"304,652","209,047","95,605","6,352","7,286","-9,982","-16,106",電気機器,東1
6964,サンコー,"10,229","9,068","1,161",22,73,-63,-25,電気機器,東2
6965,浜松ホトニクス,"98,067","47,837","50,230","17,587","18,350",-538,"11,206",電気機器,東1
6966,三井ハイテック,"50,817","45,252","5,565",44,85,"-1,372","-1,573",電気機器,東1
6969,松尾電機,"6,594","5,422","1,172",-229,-203,-84,-281,電気機器,大2
6972,エルナー,"28,778","24,944","3,834",939,404,-77,529,電気機器,東2
6973,協栄産業,"62,845","56,313","6,532",401,230,29,119,卸売業,東1
6974,日本インター,"24,254","19,801","4,453",763,445,-6,379,電気機器,東1
6976,太陽誘電,"183,795","157,063","26,732","-8,010","-9,070","-5,554","-21,599",電気機器,東1
6977,日本抵抗器製作所,"5,280","4,066","1,214",-43,-72,26,-10,電気機器,東2
6981,村田製作所,"584,662","413,784","170,878","44,973","50,931",0,"30,807",電気機器,東1
6982,リード,"8,284","7,941",343,-159,-128,-123,-224,輸送用機器,東2
6985,ユーシン,"61,160","51,218","9,942","2,618","2,208","-3,818","-1,537",電気機器,東1
6986,双葉電子工業,"58,462","45,527","12,935","1,050","1,067",-906,-803,電気機器,東1
6988,日東電工,"607,639","439,938","167,701","56,491","58,436","-8,588","31,066",化学,東1
6989,北陸電気工業,"38,645","34,398","4,247",-208,-543,-206,"-1,169",電気機器,東1
6992,国産電機,"23,396","21,141","2,255",218,424,21,232,電気機器,東2
6993,森電機,445,378,67,-396,-118,-6,-128,電気機器,東2
6994,指月電機製作所,"21,323","14,966","6,357","1,957","2,052",33,"1,212",電気機器,東2
6995,東海理化,"319,577","280,553","39,024","13,156","14,977",-421,"8,123",輸送用機器,東1
6996,ニチコン,"107,658","94,033","13,625","2,134","3,192",-498,"1,157",電気機器,東1
6997,日本ケミコン,"100,290","85,526","14,764","-2,596","-2,633","-1,300","-4,909",電気機器,東1
6998,日本タングステン,"12,469","10,374","2,095",-200,-20,0,219,電気機器,東2
6999,ＫＯＡ,"40,542","30,276","10,266","2,541","2,743",-69,"1,651",電気機器,東1
7004,日立造船,"303,036","252,893","50,143","11,367","10,768","1,565","9,318",機械,東1
7007,佐世保重工業,"66,082","53,804","12,278","9,862","9,697","-2,132",734,輸送用機器,東1
7011,三菱重工業,"2,820,932","2,375,159","445,773","111,961","86,182","-16,351","24,540",機械,東1
7012,川崎重工業,"1,303,778","1,088,919","214,859","57,484","63,627","-14,921","23,323",輸送用機器,東1
7013,ＩＨＩ,"1,221,869","1,025,884","195,985","43,333","41,715","12,600","23,823",機械,東外
7014,名村造船所,"122,633","103,458","19,175","11,677","11,049","-1,100","5,640",輸送用機器,大1
7018,内海造船,"47,773","41,457","6,316","3,856","3,758","-1,479","1,018",輸送用機器,東2
7021,ニッチツ,"10,870","8,336","2,534","1,132","1,235",-27,781,機械,東2
